user_id,city,age,reg_method,reg_date,ex_date,gender
U5484,C13,33,R9,20140812,20170901,male
U1276,C6,23,R9,20110817,20170807,male
U15559,C22,20,R4,20160625,20170922,female
U916,C22,29,R7,20131130,20180125,male
U22396,C13,31,R9,20151222,20180209,male
U4309,C13,26,R9,20110829,20171005,male
U6287,C21,23,R9,20121008,20170603,female
U18753,C4,35,R9,20101117,20170920,male
U18007,C18,0,R9,20141103,20141104,male
U21804,C9,24,R3,20120807,20161103,female
U16828,C5,29,R9,20160410,20180203,male
U12513,C5,36,,20101005,20170930,female
U287,C15,34,R9,20101114,20171123,male
U21508,C6,36,R9,20100708,20161103,male
U22094,C4,28,R3,20131029,20180218,female
U10222,C21,15,R3,20160825,20170612,female
U12396,C14,46,R3,20151221,20180730,female
U15965,C15,35,R9,20050924,20180106,female
U1304,C5,40,,20110214,20170930,female
U16561,C13,27,R9,20110712,20170712,female
U20060,C22,22,R3,20121028,20171007,male
U6842,C11,20,R9,20110817,20180725,female
U16816,C13,33,,20160624,20170930,female
U18053,C1,24,R4,20161018,20171005,male
U10887,C17,29,,20080930,20171017,male
U23860,C4,17,R7,20170128,20170930,male
U4072,C22,21,R9,20110927,20180626,male
U16083,C21,33,R7,20110126,20170930,male
U9445,C13,26,R9,20111103,20171001,female
U12170,C5,47,R3,20150519,20171020,female
U1520,C11,21,R3,20131006,20170913,male
U22943,C6,21,R7,20130406,20170812,male
U5099,C1,0,R7,20100723,20170930,female
U1255,C1,20,R3,20140906,20171019,female
U10954,C6,58,R9,20100219,20171231,female
U9651,C5,26,R3,20130709,20170921,male
U16006,C13,24,R9,20140614,20180225,female
U3263,C4,27,R3,20151122,20170809,male
U4553,C6,19,R3,20141130,20170831,male
U14195,C11,61,R9,20120609,20170915,male
U3421,C4,39,,20110910,20170905,male
U271,C5,33,R9,20110131,20180602,female
U10639,C22,24,R3,20141030,20170915,female
U10495,C13,21,R9,20111120,20170714,female
U1339,C13,26,R9,20090717,20170912,male
U1353,C13,20,R9,20140218,20171013,female
U11461,C5,18,R9,20150216,20170915,female
U10332,C5,19,R3,20130412,20170719,male
U17928,C13,27,R9,20061120,20171006,male
U4684,C13,111,R3,20150914,20171219,female
U17351,C1,0,R7,20110908,20170915,male
U5686,C22,44,R3,20161218,20170108,male
U8021,C5,28,R9,20150206,20171231,female
U4163,C13,25,R9,20071010,20170930,female
U5357,C22,28,R7,20111228,20170930,male
U4512,C13,20,R3,20120111,20171027,male
U7929,C4,46,R9,20141007,20180420,female
U10829,C15,26,R9,20100104,20170918,female
U2643,C5,18,R9,20130922,20170926,male
U5197,C4,31,R3,20150502,20170909,male
U14290,C5,34,R9,20040410,20180127,male
U13126,C15,20,R3,20140419,20170710,female
U5311,C13,27,R9,20130908,20171012,male
U14324,C13,38,,20121217,20170923,female
U6789,C5,38,R9,20070128,20180628,female
U14026,C9,20,R9,20070925,20170930,male
U13013,C4,26,R9,20150419,20170920,male
U21413,C4,21,R9,20100726,20170827,female
U8628,C5,20,R4,20160202,20170303,female
U16808,C5,26,R3,20161026,20171006,male
U16215,C13,36,,20131007,20170909,female
U8788,C1,27,R3,20140913,20170901,male
U3094,C21,28,R9,20110319,20170923,male
U13490,C5,42,R7,20110905,20171221,female
U18636,C5,22,R3,20151206,20170708,female
U15991,C22,27,R9,20150818,20170930,male
U18575,C4,33,R7,20130223,20170930,male
U4089,C13,26,R9,20070323,20170914,female
U13661,C6,30,R9,20141213,20170907,male
U18569,C5,24,R4,20160822,20171018,female
U1911,C13,23,R9,20100722,20171002,female
U20749,C5,23,R4,20151115,20161213,male
U10230,C21,20,R7,20111028,20170930,female
U7223,C13,28,R4,20151124,20170921,female
U17963,C5,39,R7,20101104,20171004,female
U7684,C15,21,R9,20090418,20170923,male
U5932,C1,22,R7,20130326,20171001,female
U16602,C8,20,R7,20161112,20170911,male
U12924,C13,21,R3,20140927,20180723,female
U2513,C4,24,R9,20111031,20170930,male
U9324,C9,32,R7,20111226,20170920,male
U9699,C5,32,R9,20040331,20171023,female
U10487,C12,49,R9,20141117,20181018,male
U21380,C5,27,R9,20121101,20171001,male
U21817,C15,27,R9,20110907,20180426,female
U5277,C5,29,R9,20110506,20171003,male
U8363,C22,29,R3,20111218,20170925,male
U19173,C22,23,R9,20130803,20170916,female
U783,C22,39,R9,20100513,20170909,female
U1598,C6,22,R9,20140417,20170925,male
U13999,C13,29,R9,20080506,20171009,male
U15936,C1,24,R3,20160418,20170927,male
U11674,C13,27,R7,20130815,20171003,male
U970,C12,30,R3,20130811,20180520,male
U3156,C22,26,R3,20140201,20171223,male
U15088,C3,33,R9,20040716,20171017,female
U16572,C5,36,R7,20110127,20170917,female
U4672,C13,50,R9,20090629,20180817,female
U17308,C4,17,R4,20151212,20170609,female
U19249,C6,36,R9,20070718,20180707,male
U6201,C6,32,R9,20051029,20170930,female
U10322,C13,18,R4,20160819,20170916,female
U4646,C13,32,R3,20150416,20171023,male
U19883,C1,13,R3,20170115,20170118,female
U7488,C22,26,R7,20130111,20170927,female
U8248,C18,22,R9,20151124,20180314,female
U21398,C4,17,R4,20160916,20170107,female
U13078,C5,43,R3,20120108,20171018,male
U24294,C1,23,R4,20161206,20170614,female
U4800,C4,33,R9,20041112,20180331,male
U10628,C22,19,R4,20151203,20170811,male
U11635,C3,22,R4,20161109,20161207,female
U4748,C6,15,R3,20161223,20161226,female
U12076,C5,33,R9,20060820,20171001,female
U2359,C5,30,R4,20161108,20170918,male
U17884,C11,32,R9,20070615,20170930,female
U13701,C14,20,R9,20160227,20171122,female
U18253,C12,21,R9,20110522,20110523,male
U9021,C12,36,R9,20110828,20170920,female
U6508,C3,28,R9,20120721,20171002,male
U24894,C6,66,R9,20050521,20171027,male
U12606,C6,30,R9,20070524,20170930,male
U15884,C22,27,R9,20111224,20171026,male
U14799,C5,44,R9,20070827,20161231,female
U18615,C6,46,,20110802,20180203,female
U6471,C8,22,R9,20070711,20170919,female
U21970,C14,0,R9,20050916,20171004,female
U8902,C13,25,R7,20130109,20170918,male
U3504,C22,23,R3,20121017,20171110,male
U8554,C5,24,R7,20120706,20170805,male
U23131,C5,25,R7,20110815,20171014,female
U5823,C1,20,,20151121,20161119,female
U15341,C22,31,R3,20150705,20171003,female
U727,C13,28,R9,20090224,20171019,male
U1968,C13,32,R9,20040328,20171001,male
U18830,C5,19,R4,20170108,20170111,male
U20170,C15,35,R9,20080819,20171002,female
U13399,C6,38,R9,20120903,20171004,female
U7430,C13,17,R9,20160120,20170907,female
U16447,C5,0,R9,20050313,20180710,female
U3499,C4,29,R9,20070929,20171009,female
U8012,C14,18,R9,20150815,20171004,female
U12544,C5,28,R9,20111113,20171015,female
U17912,C9,34,R7,20130523,20170930,male
U19425,C12,19,R3,20170124,20170127,male
U1491,C14,28,R9,20100219,20170907,male
U17136,C5,31,R3,20130305,20170907,female
U18762,C22,35,R3,20150130,20170807,male
U4798,C13,26,R9,20110127,20170930,female
U7863,C9,19,R7,20150428,20151120,male
U16051,C9,26,R3,20150926,20170915,male
U10756,C13,0,R9,20041218,20170925,female
U17216,C14,40,R9,20070130,20170930,male
U17053,C1,27,R4,20161101,20170508,female
U6352,C4,25,R7,20130123,20170922,male
U15366,C22,20,R3,20160416,20161216,female
U15536,C11,24,R9,20140728,20170910,male
U1155,C22,26,R9,20150904,20170907,female
U5428,C13,37,R9,20131202,20171002,male
U8845,C13,20,R9,20110521,20171007,male
U166,C22,26,R9,20080129,20170928,male
U9885,C13,26,R9,20110730,20170501,male
U2310,C13,33,R9,20040723,20171016,female
U1719,C13,27,R3,20141128,20170908,female
U10777,C6,0,R3,20141011,20170412,female
U10914,C5,21,R3,20130119,20180430,male
U8167,C8,26,R9,20150508,20171225,female
U15519,C5,36,R7,20101023,20170923,male
U21019,C6,28,R9,20090120,20171001,female
U1359,C13,27,R9,20121002,20180220,male
U15627,C14,0,R3,20141213,20170923,male
U15716,C13,14,R4,20160803,20170711,male
U10636,C22,35,R9,20150331,20170925,female
U464,C15,33,,20080707,20170930,female
U20208,C5,22,R4,20161204,20161208,male
U8415,C15,25,R3,20151104,20170915,male
U5630,C10,31,R7,20110613,20171007,female
U4856,C13,26,R9,20120912,20170915,female
U22647,C13,48,,20120513,20120520,female
U6864,C4,30,R9,20151124,20180224,male
U15880,C22,19,R3,20130120,20170817,female
U21250,C4,29,R4,20160621,20160624,female
U18684,C20,17,R3,20151003,20151010,female
U22300,C4,29,R3,20121231,20171015,female
U617,C21,21,R9,20080818,20170917,female
U23044,C12,20,R3,20161218,20161221,male
U19061,C15,23,R4,20160924,20170926,male
U10920,C5,45,R9,20071115,20170919,female
U19905,C1,29,R4,20161106,20170616,female
U2641,C5,26,R9,20070926,20170320,female
U10156,C22,28,R7,20130814,20171215,male
U12281,C15,29,,20160928,20171118,male
U13020,C5,45,R9,20110127,20170922,male
U3656,C1,27,R3,20150521,20170801,male
U9372,C6,27,,20150602,20171006,female
U7970,C22,39,R3,20160919,20170921,male
U18755,C15,18,R4,20161229,20170223,male
U21083,C5,44,R4,20161225,20161228,male
U13174,C13,25,R9,20070626,20171006,female
U19954,C4,0,R3,20130628,20170608,male
U17382,C8,16,R3,20161029,20170923,male
U3732,C9,30,R3,20130119,20171006,male
U3564,C13,27,R9,20080913,20171025,male
U16946,C15,20,R9,20101213,20170708,male
U5019,C18,19,R3,20150728,20170831,female
U9928,C5,41,R9,20100706,20171003,female
U10051,C14,40,R9,20080906,20171016,male
U6190,C5,23,R3,20130118,20171009,male
U13132,C5,50,R9,20060105,20170930,male
U22855,C1,21,R3,20170108,20170111,male
U13268,C5,27,R3,20140318,20170729,male
U18912,C13,20,R9,20101024,20170930,male
U22473,C13,39,R9,20090119,20171001,male
U24108,C5,43,,20160822,20170614,female
U15258,C13,23,R3,20150411,20170927,male
U13532,C1,15,R4,20161110,20161117,male
U13557,C12,22,R9,20070327,20171002,female
U16039,C4,31,R9,20060319,20170305,female
U18643,C5,29,R3,20150224,20170614,male
U17305,C1,0,R4,20161029,20170925,female
U547,C13,26,R9,20160306,20171006,female
U4796,C15,23,R3,20121208,20170612,male
U5402,C13,27,R9,20111205,20170930,male
U3440,C13,38,R9,20070601,20171005,female
U13528,C15,28,R7,20110630,20170930,male
U9780,C12,39,R9,20050113,20170930,male
U17921,C15,28,R3,20150905,20170913,male
U20419,C13,36,R9,20110218,20161215,male
U1729,C4,30,R3,20130712,20170930,male
U13950,C13,21,R3,20130402,20171005,female
U720,C14,33,R9,20060923,20170930,male
U5748,C5,52,R9,20111204,20180907,male
U14129,C21,23,R3,20150916,20170923,male
U15286,C9,31,,20071030,20170904,male
U4817,C5,24,R4,20160804,20180710,female
U20190,C4,44,R9,20110606,20180909,female
U16070,C22,21,R9,20080318,20170405,female
U19263,C13,25,R9,20111115,20180919,female
U1233,C15,22,R3,20141005,20171003,female
U18686,C4,28,,20120721,20170611,male
U11855,C21,24,R3,20151218,20170922,male
U2966,C4,36,R7,20110304,20171006,male
U8492,C5,39,R7,20161219,20170422,female
U20226,C13,28,R9,20120524,20171006,female
U21746,C1,30,R3,20140922,20140929,female
U394,C6,17,R3,20130713,20180209,female
U22387,C13,44,R7,20110303,20171003,male
U7949,C22,53,R9,20130223,20170925,female
U2837,C5,28,R9,20071027,20170609,female
U2196,C6,41,,20110525,20170912,male
U14798,C15,23,R3,20150816,20170925,male
U12654,C13,30,R3,20141004,20171017,male
U6648,C5,23,R9,20110717,20171018,male
U7144,C1,0,,20140914,20171007,female
U22055,C5,19,R3,20161224,20161227,female
U8264,C5,30,R9,20071107,20171010,male
U555,C15,0,R9,20160811,20170911,male
U9510,C15,37,R9,20100718,20170914,male
U22541,C1,19,R3,20150318,20150325,female
U9648,C13,34,R9,20070607,20170930,male
U1657,C4,20,R9,20150628,20170926,female
U10163,C1,26,R3,20141024,20170909,male
U4717,C4,24,R3,20150216,20170918,male
U15567,C15,33,R3,20131110,20171016,male
U5497,C5,46,R9,20080712,20171005,female
U17191,C18,17,R4,20161218,20170613,male
U233,C5,27,R9,20070322,20170930,female
U11417,C15,20,R3,20121122,20171212,male
U405,C5,51,R9,20070914,20170925,female
U15563,C4,44,R4,20161204,20170109,male
U12460,C22,27,R3,20150824,20171003,male
U16179,C22,23,R3,20141002,20180603,male
U9090,C5,47,R7,20101119,20170921,male
U17392,C4,24,R9,20071208,20170930,male
U17334,C5,29,R9,20111025,20171023,female
U21951,C13,17,R3,20150710,20170809,female
U22374,C5,19,R7,20160229,20170930,female
U13363,C13,26,R9,20140526,20171026,female
U13628,C5,49,R3,20150912,20180410,male
U476,C4,18,R3,20111224,20170808,male
U11572,C17,26,R9,20111123,20171013,male
U6552,C22,23,R3,20150307,20170907,female
U6823,C17,27,R3,20120816,20170930,male
U14803,C1,39,R3,20150102,20150615,female
U7090,C4,30,R9,20120521,20180211,female
U11341,C5,20,R3,20140323,20170923,female
U1653,C21,0,R9,20160829,20170701,female
U12114,C7,31,R9,20111207,20170817,female
U15619,C13,21,R9,20141206,20171004,female
U13327,C13,37,R3,20121113,20171019,female
U11488,C8,34,R9,20111010,20170930,male
U16800,C4,43,R9,20150419,20171004,female
U20430,C1,30,R4,20151206,20170808,male
U9376,C8,37,R3,20130224,20170425,female
U14802,C22,37,R9,20120615,20170913,male
U2775,C4,0,R9,20150531,20170908,male
U10779,C10,39,R9,20111005,20171003,male
U2247,C17,57,R9,20071022,20170930,male
U23850,C6,27,R3,20150530,20170122,male
U23262,C22,55,R3,20130906,20180308,female
U3704,C6,33,R9,20040329,20180504,female
U298,C13,41,R9,20051021,20171027,male
U17287,C13,39,R9,20060104,20170930,male
U3604,C5,33,R9,20121225,20180103,female
U13958,C14,40,R3,20120711,20170921,female
U23615,C6,68,R9,20070818,20170924,female
U6999,C4,19,R9,20100924,20170924,female
U13152,C3,26,R9,20140908,20170908,female
U18843,C5,35,R4,20161007,20170806,male
U16355,C13,0,R9,20051009,20170930,male
U16730,C13,28,R13,20161230,20170924,male
U12698,C15,29,R9,20100515,20180405,female
U23412,C5,40,,20110619,20171006,female
U24687,C13,17,R4,20160404,20170708,male
U17124,C22,16,R3,20140701,20170822,female
U8235,C22,17,R9,20111127,20180527,male
U21405,C11,25,R9,20090620,20161226,male
U10917,C15,18,,20151219,20170919,male
U3178,C15,32,,20140406,20171007,female
U4327,C1,24,R3,20141127,20170908,female
U4176,C5,20,R9,20150314,20170915,female
U18005,C4,21,R9,20111125,20180205,male
U21131,C6,30,R9,20160617,20180921,male
U11511,C4,21,R3,20121202,20170808,male
U14153,C13,26,R9,20101016,20180211,female
U6175,C15,25,R3,20130301,20171103,male
U10271,C4,0,R3,20140822,20180713,female
U23365,C15,36,R3,20150814,20170907,female
U3492,C13,30,R9,20051106,20170920,male
U18902,C4,39,R9,20120603,20170930,female
U22241,C4,53,R7,20160123,20170923,female
U519,C21,22,R3,20160910,20171101,female
U13429,C1,18,R3,20170106,20170715,male
U19343,C5,33,R9,20060828,20170930,female
U13325,C5,20,R9,20100201,20180519,female
U1126,C5,48,R9,20070805,20170606,male
U5688,C22,17,R4,20160413,20170621,male
U8279,C15,18,,20150907,20170814,male
U4702,C22,19,R9,20150511,20170709,male
U9692,C13,20,R3,20120905,20170906,male
U14402,C12,36,R9,20140204,20171005,female
U9802,C4,19,R3,20161015,20170624,male
U19405,C6,30,R9,20110817,20170210,male
U12615,C14,33,R9,20160330,20170909,male
U19186,C10,17,R4,20170113,20170710,female
U7744,C13,30,R9,20150102,20180409,female
U20169,C5,36,R7,20101208,20170916,female
U7371,C14,20,R9,20150604,20170917,female
U21159,C8,19,R4,20161010,20170718,female
U14098,C13,25,R9,20060923,20170911,male
U17690,C5,25,R9,20070922,20170923,male
U12958,C5,39,R9,20061130,20170820,female
U4766,C22,37,R9,20040330,20171114,female
U5362,C15,15,,20161202,20170610,male
U4506,C21,31,R7,20140615,20170930,male
U2037,C15,36,R9,20100911,20171005,male
U12404,C14,27,R9,20070417,20171008,male
U12290,C5,26,R7,20110829,20171004,male
U7281,C6,18,R3,20130807,20180215,male
U2089,C5,22,R7,20120703,20171006,male
U16539,C5,20,R7,20130214,20170913,female
U1247,C13,21,R3,20130428,20171008,male
U99,C13,30,R9,20121229,20170930,female
U4904,C13,22,R9,20150821,20180107,female
U3521,C5,0,R9,20170113,20170708,female
U18313,C5,30,R9,20050524,20170913,female
U5779,C15,39,R9,20111208,20170531,female
U4046,C22,37,R9,20110304,20171229,male
U14,C13,28,R9,20080709,20171017,female
U24173,C1,14,R3,20161218,20161221,male
U1689,C5,60,R7,20110322,20170930,female
U1219,C22,24,R4,20151120,20171009,male
U6763,C4,35,R9,20091115,20171012,female
U12965,C13,23,R9,20090714,20170808,male
U21573,C4,26,,20090406,20171212,male
U5973,C4,0,R3,20150210,20171001,male
U11378,C4,29,R9,20140315,20171017,male
U11695,C5,22,R3,20151002,20171224,female
U4491,C6,38,R9,20131228,20180222,female
U5303,C6,28,R3,20120825,20171028,female
U9590,C13,25,,20120721,20170604,female
U14364,C14,24,R3,20150620,20180522,female
U8943,C13,22,R9,20080214,20180210,female
U14674,C3,28,R7,20120111,20171006,male
U647,C5,22,R9,20130410,20170614,female
U14744,C6,26,,20140118,20170917,female
U5418,C5,32,R4,20160623,20170925,female
U10605,C22,0,R3,20150104,20171009,female
U21229,C16,0,R9,20160610,20170910,female
U23355,C22,22,R9,20071126,20161105,male
U14897,C1,0,R7,20130910,20170920,female
U12212,C13,34,R9,20111015,20170803,female
U20193,C14,19,R7,20130910,20170919,male
U7002,C6,28,R9,20130106,20170613,female
U19611,C15,38,,20140615,20180311,male
U10434,C13,26,,20150611,20170915,male
U8391,C22,37,R9,20090603,20180304,male
U5848,C4,29,R9,20120604,20171006,female
U15089,C13,23,R9,20111031,20171027,male
U11227,C5,28,R3,20111227,20180909,female
U17311,C13,20,R3,20120607,20160914,female
U8178,C15,26,R7,20141026,20170923,male
U13877,C15,21,R9,20110724,20170620,female
U4486,C13,27,R9,20101003,20170930,male
U19268,C6,20,,20121107,20170711,male
U12661,C13,38,R3,20120928,20170907,male
U11074,C4,26,,20141020,20170916,female
U19437,C4,43,R9,20110308,20170910,female
U4669,C15,22,R3,20111228,20171022,male
U20996,C4,22,R3,20141031,20161119,male
U24681,C1,19,R3,20160301,20161115,male
U19380,C18,43,R9,20111228,20170916,female
U17280,C4,17,R9,20120522,20180102,male
U14145,C13,24,R4,20160808,20180308,male
U9051,C1,22,R3,20150928,20171006,male
U13590,C4,36,R9,20110223,20170930,male
U21577,C15,18,,20160626,20170115,male
U14785,C18,23,R9,20141114,20180315,male
U21097,C5,17,R3,20130704,20170225,male
U8199,C4,25,R7,20130411,20170816,female
U2722,C14,34,R9,20041003,20170916,male
U12667,C15,55,R9,20111123,20170930,male
U1045,C6,22,R4,20151009,20170717,male
U545,C1,17,R3,20161212,20170726,male
U5200,C13,39,R7,20110119,20170909,male
U13224,C22,29,R9,20131128,20171002,female
